Student_ID,Previous_Semester_GPA,No_of_Backlogs,Cumulative_GPA,T1_Marks,T2_Marks,T3_Marks,Attendance_Percentage,TA_Marks,Adherence_to_Deadlines,Total_Score,Final_Grade
S00452,7.32,0,8.05,15,16,29,69,19,4,79,B+
S00453,7.74,0,5.86,14,15,28,80,18,4,75,B+
S00454,4.86,0,5.06,15,15,27,68,21,5,78,B+
S00455,7.09,0,6.06,17,12,27,67,16,4,72,B
S00456,6.08,1,7.19,15,14,27,75,20,4,76,B+
S00457,4.6,0,7.6,18,11,26,79,19,3,74,B
S00458,6.23,0,8.45,14,16,27,85,21,3,78,B+
S00459,5.31,0,7.24,12,14,27,73,18,3,71,B
S00460,6.24,0,6.48,14,13,31,100,23,4,81,B+
S00461,5.26,1,6.74,17,14,31,84,20,4,82,B+
S00462,5.32,0,7.48,14,13,26,82,21,4,74,B
S00463,6.62,1,5.25,14,13,28,72,18,2,73,B
S00464,6.29,0,7.06,14,13,24,81,24,5,75,B+
S00465,7.63,1,7.66,11,13,26,66,21,5,71,B
S00466,7.2,0,4.88,17,19,24,74,23,5,83,B+
S00467,4.08,0,9.08,15,17,32,77,21,4,85,A
S00468,6.13,0,5.04,13,15,28,66,18,4,74,B
S00469,6.76,0,6.38,12,17,30,82,20,5,79,B+
S00470,6.24,1,8.68,14,15,26,88,20,4,75,B+
S00471,7.36,0,6.86,13,12,28,81,21,4,74,B
S00472,5.5,0,6.48,15,13,24,72,17,4,69,B
S00473,4.65,0,5.18,17,13,27,64,13,4,70,B
S00474,4.95,1,4.92,14,17,21,82,23,4,75,B+
S00475,5.35,2,5.54,14,11,20,71,18,4,63,C+
S00476,8.44,0,5.62,14,19,28,68,18,4,79,B+
S00477,5.99,0,5.78,15,15,21,77,21,4,72,B
S00478,5.64,0,5.37,16,14,26,67,22,5,78,B+
S00479,6.04,0,7.65,18,12,25,71,19,4,74,B
S00480,6.22,1,8.98,15,12,25,99,24,3,76,B+
S00481,7.82,0,5.09,15,17,30,71,20,4,82,B+
S00482,9.57,0,5.59,15,14,27,85,17,3,73,B
S00483,6.78,0,7.01,15,15,26,84,20,4,76,B+
S00484,4.15,0,6.39,15,13,29,70,17,4,74,B
S00485,6.46,0,5.58,17,16,28,87,22,4,83,B+
S00486,6.49,0,6.18,15,14,20,73,17,4,66,B
S00487,6.65,0,6.54,15,12,28,86,18,2,73,B
S00488,7.97,0,7.07,11,17,28,80,22,5,78,B+
S00489,5.68,0,6.24,13,14,24,88,22,4,73,B
S00490,5.36,0,6.85,16,12,23,81,20,4,71,B
S00491,8.28,0,4.54,16,16,29,72,19,3,80,B+
S00492,8.27,0,9.64,15,16,28,70,20,5,79,B+
S00493,6.5,0,7.3,13,13,30,85,19,3,75,B+
S00494,8.85,1,7.21,13,13,23,73,19,4,68,B
S00495,7.03,0,7.47,18,14,24,94,21,3,77,B+
S00496,7.29,0,5.99,14,15,28,82,19,3,76,B+
S00497,7.72,2,5.8,11,13,28,77,18,3,70,B
S00498,5.68,0,6.27,12,15,23,95,21,4,71,B
S00499,8.4,1,7.32,15,11,27,88,24,5,77,B+
S00500,7.51,0,7.99,15,13,26,75,19,4,73,B
S00501,7.78,1,5.57,15,17,24,69,22,5,78,B+
S00502,4.57,0,7.43,14,17,24,85,19,4,74,B
S00503,6.53,1,7.09,14,12,27,79,20,5,73,B
S00504,7.03,1,7.36,15,11,28,79,21,5,75,B+
S00505,7.05,0,7.17,17,12,32,76,21,5,82,B+
S00506,5.2,2,4.27,11,14,23,74,18,3,66,B
S00507,6.51,0,6.82,15,15,30,81,20,5,80,B+
S00508,6.24,0,6.58,12,16,28,69,18,5,74,B
S00509,6.54,0,6.29,15,14,29,87,20,3,78,B+
S00510,5.51,0,6.57,18,14,22,82,24,5,78,B+
S00511,6.29,0,5.5,12,16,31,72,10,0,69,B
S00512,4.33,0,9.48,16,16,23,80,19,3,74,B
S00513,7.8,0,8.01,15,16,27,73,17,2,75,B+
S00514,7.32,0,6.05,19,15,33,57,16,4,83,B+
S00515,5.99,0,7.83,14,14,30,81,21,5,79,B+
S00516,6.66,0,6.19,14,12,24,48,15,3,65,B
S00517,5.86,0,6.28,18,12,25,78,17,4,72,B
S00518,8.09,0,5.83,16,13,23,70,18,4,70,B
S00519,7.38,0,8.45,17,11,27,89,22,4,77,B+
S00520,6.12,1,6.5,12,12,24,92,21,4,69,B
S00521,6.94,0,5.69,15,17,29,81,17,3,78,B+
S00522,8.52,0,8.63,15,11,25,81,19,3,70,B
S00523,8.95,2,6.47,10,13,20,76,15,2,58,C+
S00524,8.15,0,8.13,13,13,32,87,17,3,75,B+
S00525,6.79,0,7.78,16,14,24,83,20,4,74,B
S00526,6.8,0,7.36,14,14,28,77,17,3,73,B
S00527,6.01,1,7.32,12,11,29,76,21,5,73,B
S00528,6.15,0,5.26,12,16,25,60,15,4,68,B
S00529,8.66,0,5.9,14,18,24,69,16,3,72,B
S00530,5.34,1,8.31,14,14,23,86,21,4,72,B
S00531,4.52,2,6.08,13,12,28,75,18,4,71,B
S00532,8.6,1,6.65,16,13,24,79,20,3,73,B
S00533,7.73,1,6.41,15,13,25,79,18,3,71,B
S00534,6.18,0,5.0,16,17,30,88,24,5,87,A
S00535,6.63,0,5.89,16,13,29,77,22,4,80,B+
S00536,8.54,0,6.6,13,19,29,74,19,4,80,B+
S00537,2.77,0,4.86,15,13,25,79,25,5,78,B+
S00538,7.22,0,7.08,17,15,24,97,21,3,77,B+
S00539,5.09,0,6.31,16,12,31,86,21,4,80,B+
S00540,7.84,0,5.31,15,17,26,88,22,4,80,B+
S00541,5.47,0,5.92,16,15,28,87,23,5,82,B+
S00542,8.49,0,7.43,17,16,26,63,14,3,73,B
S00543,5.34,0,6.46,15,15,28,93,21,4,79,B+
S00544,5.45,1,7.27,16,15,26,83,23,5,80,B+
S00545,5.43,0,5.29,15,13,30,83,25,4,83,B+
S00546,8.28,0,8.35,14,15,26,78,18,4,73,B
S00547,6.45,2,5.29,7,12,26,80,15,3,60,C+
S00548,4.77,0,5.43,14,15,26,96,22,4,77,B+
S00549,4.35,1,5.02,10,14,22,89,19,3,65,B
S00550,6.26,0,4.87,15,17,25,89,17,3,74,B
S00551,7.37,0,8.79,13,14,23,78,17,4,67,B
S00552,6.36,0,6.75,16,14,28,96,25,5,83,B+
S00553,6.64,0,6.06,15,18,28,86,20,3,81,B+
S00554,8.63,0,6.45,15,12,21,76,21,5,69,B
S00555,6.21,0,8.08,13,15,29,82,19,3,76,B+
S00556,8.09,0,7.57,13,14,24,83,23,5,74,B
S00557,5.96,0,6.71,13,16,22,84,19,3,70,B
S00558,6.27,0,6.98,13,13,29,69,19,5,74,B
S00559,6.16,1,7.84,11,14,30,60,15,2,70,B
S00560,8.33,1,6.14,17,14,24,69,20,5,75,B+
S00561,5.88,1,9.09,10,13,24,75,20,4,67,B
S00562,7.84,3,5.79,10,12,22,83,20,4,64,C+
S00563,5.61,0,5.07,16,15,29,94,22,3,82,B+
S00564,6.75,0,8.11,14,14,22,75,18,4,68,B
S00565,7.1,1,7.25,13,14,18,70,17,4,62,C+
S00566,7.19,3,7.02,10,11,27,62,20,4,68,B
S00567,7.8,0,6.74,19,16,23,88,21,5,79,B+
S00568,6.67,0,5.04,17,13,30,65,14,4,74,B
S00569,5.86,1,7.64,12,12,22,96,22,4,68,B
S00570,9.15,0,6.76,14,18,26,79,15,3,73,B
S00571,5.81,3,5.81,7,8,24,71,23,5,62,C+
S00572,6.28,1,4.68,11,13,26,62,13,2,63,C+
S00573,7.95,0,8.16,15,15,26,87,18,2,74,B
S00574,5.79,2,8.69,16,12,24,76,20,4,72,B
S00575,4.83,0,5.68,20,12,28,69,17,4,77,B+
S00576,8.67,0,8.54,14,12,25,78,18,4,69,B
S00577,7.24,0,9.54,14,15,28,76,19,4,76,B+
S00578,7.75,0,6.79,15,13,33,74,20,4,81,B+
S00579,7.39,0,5.75,19,16,26,82,21,3,82,B+
S00580,6.73,0,6.35,17,15,29,77,18,3,79,B+
S00581,6.33,0,8.8,10,16,27,88,19,3,72,B
S00582,7.19,0,6.44,15,17,28,81,20,5,80,B+
S00583,6.03,0,8.17,19,18,25,67,20,4,82,B+
S00584,7.25,0,5.01,15,16,25,96,22,4,78,B+
S00585,8.82,0,6.55,14,13,25,63,15,4,67,B
S00586,6.82,3,5.31,9,11,24,78,18,4,62,C+
S00587,6.38,0,5.94,17,11,30,84,19,2,77,B+
S00588,6.63,0,5.54,13,14,28,69,21,5,76,B+
S00589,8.85,1,8.64,12,13,25,74,16,3,66,B
S00590,7.41,0,7.97,14,14,27,88,17,3,72,B
S00591,5.97,0,7.35,16,10,26,89,18,3,70,B
S00592,7.1,1,9.2,12,13,27,87,21,3,73,B
S00593,6.42,0,6.33,16,15,25,72,20,4,76,B+
S00594,5.62,0,6.78,16,15,22,82,23,5,76,B+
S00595,7.83,0,7.4,15,13,31,75,14,3,73,B
S00596,7.66,1,7.01,15,11,27,67,18,4,71,B
S00597,6.63,0,5.58,12,15,25,83,20,4,72,B
S00598,6.58,0,6.71,12,13,30,85,21,4,76,B+
S00599,5.72,0,5.59,12,13,22,67,18,4,65,B
S00600,5.04,2,7.49,13,14,26,73,19,4,72,B
S00601,7.67,2,8.91,8,13,26,74,18,4,65,B
S00602,6.96,1,9.08,14,14,22,97,17,2,67,B
S00603,6.28,1,6.71,15,13,21,92,22,4,71,B
S00604,6.07,0,6.74,15,12,33,93,21,4,81,B+
S00605,4.4,0,7.07,14,13,28,76,21,4,76,B+
S00606,7.6,0,6.04,15,12,28,90,25,5,80,B+
S00607,7.59,0,7.57,13,12,31,78,21,5,77,B+
S00608,7.33,0,7.03,14,15,23,63,20,5,72,B
S00609,5.96,0,6.37,12,15,30,71,18,3,75,B+
S00610,7.27,0,7.3,16,16,28,82,19,3,79,B+
S00611,7.56,2,7.02,13,10,20,72,18,3,61,C+
S00612,7.74,1,6.18,15,10,27,83,21,4,73,B
S00613,8.13,1,5.92,12,12,25,83,17,3,66,B
S00614,5.62,0,5.69,18,13,28,69,19,4,78,B+
S00615,5.85,0,6.39,15,19,25,84,19,4,78,B+
S00616,6.98,2,8.24,11,15,20,81,20,3,66,B
S00617,4.91,0,5.63,14,13,25,70,21,5,73,B
S00618,5.48,1,5.37,11,11,27,67,18,4,67,B
S00619,6.89,0,6.11,15,16,28,70,20,5,79,B+
S00620,5.32,1,7.35,14,15,33,62,19,4,81,B+
S00621,6.9,0,6.6,17,18,26,84,24,5,85,A
S00622,7.87,1,7.49,17,17,23,78,17,3,74,B
S00623,4.21,0,6.45,16,14,29,73,16,2,75,B+
S00624,6.79,1,5.43,12,14,25,83,18,3,69,B
S00625,8.66,3,8.3,9,9,24,59,20,5,62,C+
S00626,5.87,0,5.39,19,18,24,80,19,4,80,B+
S00627,5.34,0,9.17,19,16,26,74,18,4,79,B+
S00628,8.25,0,6.79,12,13,28,88,19,3,72,B
S00629,6.07,0,6.89,14,16,23,89,23,4,76,B+
S00630,7.94,1,6.55,13,15,26,99,24,4,78,B+
S00631,5.54,0,7.49,11,17,25,82,19,4,72,B
S00632,6.21,0,7.58,18,17,30,75,19,4,84,B+
S00633,7.19,0,6.64,15,10,26,69,14,2,65,B
S00634,6.89,1,7.84,14,12,23,86,18,3,67,B
S00635,6.06,0,9.55,15,13,28,78,18,3,74,B
S00636,7.19,0,7.04,18,17,27,79,21,4,83,B+
S00637,6.9,2,6.92,11,15,24,80,16,3,66,B
S00638,5.57,0,5.73,16,15,29,69,18,4,78,B+
S00639,5.82,0,7.04,12,19,28,77,21,5,80,B+
S00640,7.41,0,7.29,16,14,29,68,23,5,82,B+
S00641,7.07,0,5.92,19,14,29,83,22,5,84,B+
S00642,8.66,0,6.35,14,11,30,73,16,3,71,B
S00643,4.46,0,7.14,13,17,28,76,15,1,73,B
S00644,6.21,1,7.61,15,13,30,75,20,4,78,B+
S00645,4.52,1,5.66,16,12,30,79,21,5,79,B+
S00646,5.22,0,4.38,11,18,22,81,21,4,72,B
S00647,4.75,0,7.32,15,15,27,81,24,5,81,B+
S00648,7.86,0,7.11,13,16,24,80,21,4,74,B
S00649,8.9,0,6.8,14,17,30,70,19,5,80,B+
S00650,6.25,0,7.95,15,15,23,79,20,4,73,B
S00651,6.87,1,6.39,11,15,22,90,19,3,67,B
S00652,5.13,0,8.01,14,16,30,87,18,3,78,B+
S00653,7.57,1,8.46,15,11,26,82,17,3,69,B
S00654,6.41,0,6.77,14,17,27,80,22,5,80,B+
S00655,6.46,0,6.33,15,14,29,89,21,5,79,B+
S00656,5.89,2,4.81,11,10,24,67,15,3,60,C+
S00657,5.66,0,6.68,18,14,25,75,16,4,73,B
S00658,6.0,1,6.97,9,13,28,87,20,3,70,B
S00659,5.13,0,5.79,16,14,31,72,19,4,80,B+
S00660,8.2,0,6.92,18,19,26,80,18,3,81,B+
S00661,7.51,0,7.67,13,10,35,74,20,4,78,B+
S00662,6.62,0,5.23,14,14,29,80,16,3,73,B
S00663,5.02,0,8.06,17,15,26,59,16,3,74,B
S00664,6.74,0,6.91,15,16,32,87,19,3,82,B+
S00665,5.69,0,6.44,17,13,25,63,15,2,70,B
S00666,4.56,0,7.15,19,12,24,73,20,4,75,B+
S00667,6.78,0,5.91,13,13,26,64,24,5,76,B+
S00668,5.18,0,5.64,17,17,25,68,22,5,81,B+
S00669,7.14,0,6.53,17,13,23,85,19,4,72,B
S00670,6.2,0,5.0,18,14,26,93,23,4,81,B+
S00671,6.11,1,5.67,15,11,24,80,15,3,65,B
S00672,5.1,0,9.16,14,12,28,88,20,4,74,B
S00673,6.94,0,7.22,13,14,30,87,22,4,79,B+
S00674,7.33,2,7.09,9,12,26,90,24,5,71,B
S00675,6.19,0,6.94,13,14,21,70,18,4,66,B
S00676,5.29,1,8.92,12,11,29,83,21,4,73,B
S00677,6.77,0,7.23,18,12,27,89,23,4,80,B+
S00678,7.35,1,7.42,12,15,26,73,15,3,68,B
S00679,8.47,2,6.28,12,10,23,72,19,4,64,C+
S00680,7.43,0,6.64,12,16,26,90,25,5,79,B+
S00681,6.07,0,6.86,14,15,30,79,18,4,77,B+
S00682,6.95,0,4.72,18,16,28,84,15,3,77,B+
S00683,6.4,0,5.02,13,18,26,83,17,4,74,B
S00684,5.35,0,5.83,15,14,29,62,18,4,76,B+
S00685,5.78,0,9.02,17,15,23,79,19,3,74,B
S00686,8.18,0,8.82,15,11,28,82,18,4,72,B
S00687,6.36,0,7.03,15,14,27,81,20,4,76,B+
S00688,8.31,0,8.28,17,16,26,76,18,3,77,B+
S00689,4.2,2,6.04,14,13,24,72,16,2,67,B
S00690,4.88,0,6.56,16,14,27,79,21,4,78,B+
S00691,5.5,0,8.05,17,16,31,86,18,4,82,B+
S00692,4.5,0,6.38,14,15,32,64,20,5,81,B+
S00693,9.16,0,6.7,18,16,27,90,21,4,82,B+
S00694,5.76,0,7.05,13,18,29,64,14,3,74,B
S00695,5.12,1,6.88,14,14,22,85,23,5,73,B
S00696,8.71,1,6.75,10,14,26,74,17,2,67,B
S00697,4.41,2,6.37,10,13,23,65,15,4,61,C+
S00698,6.61,2,5.18,11,14,19,74,18,4,62,C+
S00699,6.55,0,5.49,19,16,31,94,24,4,90,A+
S00700,5.47,0,6.77,15,16,20,80,19,3,70,B
S00701,8.66,0,5.56,14,15,25,95,25,4,79,B+
S00702,6.42,0,4.24,17,13,23,77,15,2,68,B
S00703,7.71,1,7.72,14,10,28,66,18,4,70,B
S00704,5.59,1,5.92,15,18,22,80,18,3,73,B
S00705,4.77,0,6.06,18,18,20,88,21,3,77,B+
S00706,8.68,0,6.12,16,13,30,84,22,5,81,B+
S00707,6.76,0,4.17,15,14,27,80,18,3,74,B
S00708,5.65,0,6.29,12,16,32,87,25,4,85,A
S00709,6.68,0,4.03,15,14,26,71,18,4,73,B
S00710,6.1,0,6.99,16,18,25,66,18,5,77,B+
S00711,5.45,0,7.68,15,15,22,91,23,5,75,B+
S00712,5.07,0,6.06,17,16,25,79,18,3,76,B+
S00713,5.14,0,6.9,17,15,23,93,25,4,80,B+
S00714,4.97,1,7.46,15,12,20,94,21,3,68,B
S00715,7.58,0,5.76,15,15,27,71,21,4,78,B+
S00716,7.01,0,6.87,16,15,24,88,21,4,76,B+
S00717,6.48,0,8.17,15,16,29,83,19,3,79,B+
S00718,4.88,1,8.01,16,14,29,74,20,4,79,B+
S00719,6.72,0,6.64,14,13,25,75,17,3,69,B
S00720,5.27,1,5.56,15,13,27,76,17,4,72,B
S00721,7.81,0,6.25,15,16,25,76,17,4,73,B
S00722,7.46,0,5.94,14,15,23,85,18,2,70,B
S00723,6.71,0,7.52,14,17,25,84,23,4,79,B+
S00724,7.0,0,8.22,17,18,27,77,18,3,80,B+
S00725,5.61,1,6.19,13,11,25,67,17,3,66,B
S00726,5.99,1,5.32,13,14,21,87,18,2,66,B
S00727,8.39,2,3.87,11,10,24,96,20,4,65,B
S00728,6.43,0,9.49,13,15,30,73,21,5,79,B+
S00729,7.67,0,7.0,12,9,27,84,17,2,65,B
S00730,7.47,0,8.24,13,13,25,100,18,3,69,B
S00731,6.29,0,6.18,17,16,24,97,20,3,77,B+
S00732,6.51,3,6.27,7,10,22,86,22,4,61,C+
S00733,6.4,1,6.18,12,13,24,86,23,5,72,B
S00734,5.57,0,6.7,15,12,23,96,22,3,72,B
S00735,3.82,0,7.7,14,16,22,78,19,4,71,B
S00736,6.44,0,6.85,18,17,29,79,20,3,84,B+
S00737,8.27,0,5.32,13,16,26,97,25,5,80,B+
S00738,5.3,2,8.81,10,11,25,80,21,5,67,B
S00739,8.09,0,7.65,12,13,31,92,18,3,74,B
S00740,4.74,0,8.26,14,18,28,59,12,3,72,B
S00741,6.51,0,5.27,13,15,32,95,15,2,75,B+
S00742,7.38,1,6.11,13,12,23,83,19,3,67,B
S00743,5.25,2,6.82,15,10,23,87,18,3,66,B
S00744,7.53,2,3.85,11,12,28,79,19,5,70,B
S00745,5.62,0,7.73,16,14,22,75,18,4,70,B
S00746,5.84,0,5.76,19,13,25,90,21,4,78,B+
S00747,6.85,2,4.87,9,10,24,77,20,5,63,C+
S00748,6.28,0,5.55,16,14,23,77,22,4,75,B+
S00749,7.03,0,4.96,14,17,30,94,24,4,85,A
S00750,7.31,0,6.73,14,17,21,81,19,4,71,B
S00751,6.59,0,6.52,16,16,32,78,13,1,77,B+
S00752,6.99,0,6.72,13,17,26,95,24,4,80,B+
S00753,7.39,0,4.86,15,16,30,71,18,4,79,B+
S00754,6.28,2,6.72,14,14,22,71,18,4,68,B
S00755,6.02,2,7.14,12,13,28,70,14,2,67,B
S00756,6.6,1,2.96,15,13,25,62,15,3,68,B
S00757,5.66,0,5.24,13,15,30,73,18,3,76,B+
S00758,6.81,0,6.78,17,18,29,76,18,4,82,B+
S00759,6.33,0,7.87,14,15,28,62,18,5,75,B+
S00760,6.95,0,5.66,16,17,26,74,19,4,78,B+
S00761,6.47,1,5.5,14,16,25,93,22,4,77,B+
S00762,7.05,1,7.64,16,17,26,88,17,3,76,B+
S00763,6.87,0,5.21,13,14,26,69,18,4,71,B
S00764,5.99,0,7.59,16,15,29,80,17,3,77,B+
S00765,7.09,0,5.54,12,12,31,78,21,4,76,B+
S00766,3.67,1,5.88,10,12,29,76,22,4,73,B
S00767,7.2,0,8.32,14,17,26,95,22,4,79,B+
S00768,7.1,0,7.0,18,17,22,77,17,3,74,B
S00769,5.95,0,8.54,15,12,25,92,21,3,73,B
S00770,7.83,0,7.15,13,15,29,74,19,4,76,B+
S00771,6.33,2,7.13,13,13,22,84,17,3,65,B
S00772,6.55,2,6.69,14,11,27,87,20,3,72,B
S00773,7.79,0,6.68,16,16,22,75,18,4,72,B
S00774,4.94,0,6.73,17,14,29,73,19,3,79,B+
S00775,5.6,0,8.35,15,17,29,99,23,4,84,B+
S00776,6.51,0,5.78,16,15,27,82,18,4,76,B+
S00777,6.55,2,5.46,15,11,21,88,22,4,69,B
S00778,6.37,0,5.75,15,14,29,94,19,3,77,B+
S00779,8.41,0,6.04,16,18,31,74,20,4,85,A
S00780,8.43,1,6.59,17,16,22,69,15,3,70,B
S00781,7.0,0,6.62,15,16,30,56,16,4,77,B+
S00782,7.02,0,7.99,15,14,22,88,22,5,73,B
S00783,7.2,0,6.64,15,12,22,70,19,4,68,B
S00784,5.45,0,6.48,8,17,23,73,17,3,65,B
S00785,5.87,0,5.35,11,15,30,79,18,3,74,B
S00786,5.52,0,6.81,12,13,28,86,21,4,74,B
S00787,5.3,0,6.76,15,13,33,81,18,3,79,B+
S00788,4.41,0,8.29,15,14,31,76,20,4,80,B+
S00789,4.39,0,7.23,14,12,34,89,19,3,79,B+
S00790,4.71,0,5.85,15,15,29,78,22,5,81,B+
S00791,6.04,0,6.0,17,18,27,72,19,4,81,B+
S00792,7.1,0,6.77,15,18,26,63,13,3,72,B
S00793,6.49,1,6.92,17,13,20,80,16,3,66,B
S00794,7.14,3,6.67,14,9,26,70,15,4,64,C+
S00795,7.04,0,7.17,15,13,31,81,19,5,78,B+
S00796,6.77,0,5.32,12,15,26,67,18,4,71,B
S00797,5.82,0,6.59,14,12,33,78,18,3,77,B+
S00798,5.32,1,8.17,14,12,21,83,17,2,64,C+
S00799,7.02,0,8.85,15,14,25,84,19,3,73,B
S00800,6.45,0,6.92,15,14,30,71,18,4,77,B+
S00801,6.4,0,6.43,16,14,26,75,18,3,74,B
S00802,5.46,0,5.91,16,14,27,67,15,3,72,B
S00803,5.17,0,7.2,13,16,23,60,18,5,70,B
S00804,6.61,0,6.62,14,16,23,76,18,4,71,B
S00805,8.13,0,6.43,14,15,26,74,17,4,72,B
S00806,7.58,1,4.85,14,14,24,77,22,4,74,B
S00807,6.01,0,5.6,11,17,27,90,21,4,76,B+
S00808,6.8,0,7.75,16,15,32,78,16,4,79,B+
S00809,5.54,1,7.28,11,11,29,68,19,4,70,B
S00810,6.24,0,6.3,13,15,32,81,19,5,79,B+
S00811,6.1,0,6.81,14,17,22,82,24,5,77,B+
S00812,6.93,0,6.09,16,15,27,81,21,4,79,B+
S00813,6.21,1,6.5,15,15,24,66,16,3,70,B
S00814,7.42,0,6.07,19,13,22,71,12,2,66,B
S00815,5.44,0,6.82,15,16,27,89,21,4,79,B+
S00816,6.5,1,8.16,14,11,27,80,21,4,73,B
S00817,6.74,0,7.42,16,10,24,93,19,2,69,B
S00818,6.6,0,7.3,14,9,23,93,19,4,65,B
S00819,5.07,0,9.3,17,16,31,78,19,4,83,B+
S00820,6.74,3,8.22,9,11,20,72,15,2,55,C+
S00821,8.04,0,6.51,13,14,24,75,20,4,71,B
S00822,7.79,0,6.98,16,19,27,73,17,4,79,B+
S00823,6.46,1,7.08,13,16,28,70,22,4,79,B+
S00824,4.6,0,4.62,12,14,28,75,22,5,76,B+
S00825,5.94,0,7.05,16,15,24,78,15,3,70,B
S00826,7.18,0,7.28,17,16,29,65,15,3,77,B+
S00827,6.94,1,7.35,14,13,24,79,20,4,71,B
S00828,6.55,1,7.01,14,16,26,90,19,3,75,B+
S00829,7.29,0,6.26,15,12,29,86,23,5,79,B+
S00830,8.31,0,7.3,17,14,28,75,22,5,81,B+
S00831,4.52,3,4.75,12,11,21,78,18,4,62,C+
S00832,5.64,0,6.65,17,11,26,81,19,4,73,B
S00833,8.05,0,5.61,18,10,29,65,20,5,77,B+
S00834,2.71,2,7.76,12,12,21,67,18,4,63,C+
S00835,6.39,0,7.07,13,16,25,66,17,4,71,B
S00836,5.14,0,6.59,16,13,28,70,19,4,76,B+
S00837,6.17,1,7.42,12,14,21,73,20,4,67,B
S00838,6.51,0,7.4,14,12,29,84,20,4,75,B+
S00839,7.9,1,4.35,14,13,20,73,19,3,66,B
S00840,6.64,0,5.95,18,11,28,94,21,4,78,B+
S00841,5.06,0,5.43,13,19,26,78,19,4,77,B+
S00842,4.98,0,6.61,11,13,22,85,21,5,67,B
S00843,6.35,0,7.96,14,15,29,72,19,4,77,B+
S00844,5.51,0,8.07,12,13,26,94,21,3,72,B
S00845,4.7,0,6.7,17,15,27,70,21,4,80,B+
S00846,5.88,1,7.37,13,11,19,88,23,4,66,B
S00847,4.58,0,5.87,14,13,24,87,15,3,66,B
S00848,6.06,0,4.17,19,13,26,56,16,4,74,B
S00849,4.57,0,6.68,14,16,22,89,21,2,73,B
S00850,5.93,0,6.52,17,13,26,81,25,5,81,B+
S00851,5.72,0,8.11,17,16,27,70,18,4,78,B+
S00852,5.15,0,7.7,17,12,34,82,20,3,83,B+
S00853,7.06,0,5.51,12,9,25,77,19,4,65,B
S00854,8.35,0,6.09,16,13,23,68,20,4,72,B
S00855,5.74,1,5.52,15,14,24,90,23,5,76,B+
S00856,8.04,0,5.72,15,14,28,80,21,4,78,B+
S00857,6.81,2,5.06,11,15,19,77,20,3,65,B
S00858,7.89,0,6.27,17,13,22,91,23,4,75,B+
S00859,8.99,0,7.18,11,15,31,69,18,4,75,B+
S00860,7.24,0,7.4,13,18,29,70,21,5,81,B+
S00861,7.47,0,7.88,17,17,27,71,15,3,76,B+
S00862,5.53,0,6.67,14,13,25,84,20,3,72,B
S00863,7.33,0,6.08,18,15,26,92,21,3,80,B+
S00864,7.05,1,7.62,13,14,23,85,18,2,68,B
S00865,5.61,0,6.54,17,17,26,79,21,4,81,B+
S00866,5.67,0,5.45,17,14,28,89,19,3,78,B+
S00867,4.41,0,7.39,19,19,25,88,20,3,83,B+
S00868,5.13,1,5.77,10,16,22,79,17,3,65,B
S00869,6.9,0,6.08,14,15,27,95,22,4,78,B+
S00870,6.34,2,6.99,8,12,23,95,22,3,65,B
S00871,6.1,1,6.76,12,14,26,78,21,4,73,B
S00872,8.46,0,7.47,12,16,28,75,19,3,75,B+
S00873,4.84,0,5.84,19,15,31,64,19,5,84,B+
S00874,7.51,1,7.09,18,13,20,78,21,4,72,B
S00875,6.22,0,6.16,14,19,28,71,20,4,81,B+
S00876,5.08,0,7.24,15,14,28,86,20,3,77,B+
S00877,7.06,1,5.12,14,17,25,74,13,1,69,B
S00878,6.94,0,6.44,14,13,29,77,22,5,78,B+
S00879,4.98,0,8.52,14,15,30,95,19,2,78,B+
S00880,8.62,1,5.54,13,13,28,88,19,3,73,B
S00881,7.57,0,7.73,16,15,24,78,17,4,72,B
S00882,4.4,0,5.36,14,14,29,79,16,3,73,B
S00883,7.86,0,6.5,18,15,26,55,13,3,72,B
S00884,6.73,0,5.14,14,16,25,76,17,3,72,B
S00885,5.89,0,5.69,14,13,22,71,18,4,67,B
S00886,6.69,0,6.26,15,14,27,70,19,4,75,B+
S00887,6.07,0,5.54,17,14,27,74,19,4,77,B+
S00888,4.94,0,6.93,15,17,28,82,21,4,81,B+
S00889,5.98,1,7.28,14,10,25,85,19,4,68,B
S00890,3.74,2,7.14,14,15,30,72,19,4,78,B+
S00891,7.58,0,4.38,13,16,21,78,24,5,74,B
S00892,4.72,0,7.04,16,14,23,84,19,3,72,B
S00893,7.86,0,6.31,11,14,33,80,16,4,74,B
S00894,8.72,0,7.35,11,12,27,82,23,5,73,B
S00895,7.45,0,6.09,16,11,30,65,17,3,74,B
S00896,6.25,0,6.82,13,13,26,85,19,3,71,B
S00897,7.78,0,6.78,14,17,29,79,18,3,78,B+
S00898,5.12,0,8.22,15,12,30,69,18,4,75,B+
S00899,8.36,1,6.76,13,15,25,90,23,4,76,B+
S00900,8.7,1,7.55,14,12,25,79,22,4,73,B
S00901,5.48,1,6.28,10,16,26,88,20,2,72,B
S00902,5.63,0,6.67,13,17,24,74,18,4,72,B
S00903,6.18,0,7.52,13,13,27,80,22,4,75,B+
S00904,6.54,0,5.75,13,15,26,82,20,4,74,B
S00905,6.82,3,5.32,10,11,18,84,23,5,62,C+
S00906,7.78,1,8.67,15,14,25,95,20,4,74,B
